employee_name,user_id_x,email,role,business_unit,functional_unit,department,team,supervisor,user_type,user_id_y,o_score,c_score,e_score,a_score,n_score,join_date,last_active,user_id
Althea Ina Palmer,AIP0982,Althea.Ina.Palmer@dtaa.com,ManagementTrainer,1,1 - Adminstration,3 - Training,nan,Walter Kaseem Foley,Employee,AIP0982,43,20,43,41,33,2021-01-01,2024-07-08 19:50:38.956628,c3ca355e82f2b0d1fabb9be843434467c5fad4b0e6a46892f2631636a47b675a
Kennedy Robert Vega,KRV0372,Kennedy.Robert.Vega@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,Employee,KRV0372,40,39,25,35,32,2021-01-01,2024-07-08 19:50:38.956628,4937d19fccab5c9ccfca53d796d7ebe6f2fb2850c2c311032af60a8413f348b3
Ivor Amir Tucker,IAT0263,Ivor.Amir.Tucker@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,Employee,IAT0263,28,23,30,30,27,2021-01-01,2024-07-08 19:50:38.956628,5c5a955d9868840160314add130607889a8eae70f24cdb6b7b59453ccee7bfe7
Jocelyn Brenna Daniels,JBD0616,Jocelyn.Brenna.Daniels@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,Employee,JBD0616,40,21,25,37,27,2021-01-01,2024-07-08 19:50:38.956628,8c2547808fe84dfa04bfe6544cd2779198457fa313bf4bf4f04e6e2b7f804801
Roary Ursa Massey,RUM0880,Roary.Ursa.Massey@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,RUM0880,40,37,17,38,26,2021-01-01,2024-07-08 19:50:38.956628,c02ac300bf46b1bf16f7f6b0d3c775166ca2d8467be8faff81d6a1e4248414aa
Declan Gareth Mclaughlin,DGM0754,Declan.Gareth.Mclaughlin@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,DGM0754,42,18,42,24,24,2021-01-01,2024-07-08 19:50:38.956628,cbb76f75a116926c22d1912ede2674efd966ee3c63d51e3614dfa5f189754f70
Savannah Marcia Yang,SMY0792,Savannah.Marcia.Yang@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,Employee,SMY0792,43,37,39,42,25,2021-01-01,2024-07-08 19:50:38.956628,9a3a218f896509cb8d714e437ba568619f49324ce3da4d255fbc3815cd783fe4
Harrison Oscar Burke,HOB0994,Harrison.Oscar.Burke@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,nan,Grant Tyrone Doyle,Employee,HOB0994,38,39,15,43,33,2021-01-01,2024-07-08 19:50:38.956628,731fd780acfc12db3aa03c33d32951684dbc9fc2a9dc1509949ee694f58d9f27
Donovan Garth Nieves,DGN0480,Donovan.Garth.Nieves@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,DGN0480,21,25,44,20,31,2021-01-01,2024-07-08 19:50:38.956628,8670c3167affbde9cc8ff5b78ae17d42a5016e0cd72d4e982b4329d0d27a5ea4
Kirk Jakeem Joyce,KJJ0293,Kirk.Jakeem.Joyce@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,Employee,KJJ0293,41,42,23,39,33,2021-01-01,2024-07-08 19:50:38.956628,6ce73d4f418b5a7e00b35ef9b0ee8e9dff64f6f76d8de485475c49627c090bc2
Justin Xerxes Hansen,JXH0493,Justin.Xerxes.Hansen@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,JXH0493,36,32,23,15,31,2021-01-01,2024-07-08 19:50:38.956628,e68b683ebfeb79a3feb7e44e06c672d26a70b074d7d740ce0ea3154cf476a6d2
Peter Gil Harrington,PGH0184,Peter.Gil.Harrington@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,Employee,PGH0184,30,35,33,22,25,2021-01-01,2024-07-08 19:50:38.956628,0083914a975d243479f146356fe5455e3d98ef514c05e31649f8044ffd119edf
Josiah Preston Wall,JPW0741,Josiah.Preston.Wall@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,JPW0741,40,38,44,30,33,2021-01-01,2024-07-08 19:50:38.956628,320e8e7eeb73fcff5cad7217a5391a5403bef840570461cbf9c9c3adc0f6e5b0
Nichole Melodie Gilbert,NMG0766,Nichole.Melodie.Gilbert@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,NMG0766,16,23,42,40,31,2021-01-01,2024-07-08 19:50:38.956628,178d342b026609629cb3da4b5ef6fc680c04a574337c1b64e063dea52c825eab
Heidi Mia Wilson,HMW0713,Heidi.Mia.Wilson@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,HMW0713,38,24,40,36,28,2021-01-01,2024-07-08 19:50:38.956628,dfa5a6a2dd7805370ce2a21b65ed0ac69be72aa10db1467ce2af760d342e3dae
Malik Adrian Hebert,MAH0864,Malik.Adrian.Hebert@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,MAH0864,30,46,25,20,25,2021-01-01,2024-07-08 19:50:38.956628,a72a465298877107c14a8ceaa19512d0695a4ff752fae96ebbd1b0b775fd82bc
Quentin Nolan Fitzpatrick,QNF0205,Quentin.Nolan.Fitzpatrick@dtaa.com,Attorney,1,6 - PurchasingAndContracts,3 - Contracts,nan,Whoopi Britanney Camacho,Employee,QNF0205,35,41,22,21,29,2021-01-01,2024-07-08 19:50:38.956628,8002d33bb4594934a75d97b72a38365bb35743db8b2e04506a3015013493f4ad
Keane Kennan Watts,KKW0879,Keane.Kennan.Watts@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,KKW0879,36,42,21,31,27,2021-01-01,2024-07-08 19:50:38.956628,72bbeca67d6331c7a2cb0623d34bc73493658e1242255077c7ca6fc91c4115e3
Thaddeus Emery Martin,TEM0093,Thaddeus.Emery.Martin@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,Employee,TEM0093,28,24,45,14,30,2021-01-01,2024-07-08 19:50:38.956628,d18c4c3bd0a8f162ca9860647065ab787dd430f39b385c8c435f6d6dc479a55c
Reuben Victor Freeman,RVF0201,Reuben.Victor.Freeman@dtaa.com,AdministrativeAssistant,1,6 - PurchasingAndContracts,3 - Contracts,nan,Whoopi Britanney Camacho,Employee,RVF0201,36,32,38,29,28,2021-01-01,2024-07-08 19:50:38.956628,02dc9f51f775deb8d63465d5a10b4d78a215bc5f8c86bcfd4b59855f817a39be
Tobias Martin Ashley,TMA0069,Tobias.Martin.Ashley@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,Employee,TMA0069,33,38,42,14,33,2021-01-01,2024-07-08 19:50:38.956628,d92b7517f62847f748f48869a64ce59a77c12845fc8c1a2daf34a85cebab556c
Vernon Finn Mcgee,VFM0814,Vernon.Finn.Mcgee@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,Employee,VFM0814,46,45,44,19,28,2021-01-01,2024-07-08 19:50:38.956628,02784dba983d4f83082ad493ce23a1b905e861b409cc8a5534e91e9954796181
Salvador Byron Norton,SBN0866,Salvador.Byron.Norton@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,SBN0866,41,34,41,24,22,2021-01-01,2024-07-08 19:50:38.956628,462c1458d6ec9bd8f2dad76ed86f5af91cb2cf16a15666483b568cdfee966dfa
Zenaida Justine England,ZJE0857,Zenaida.Justine.England@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,ZJE0857,35,34,36,38,31,2021-01-01,2024-07-08 19:50:38.956628,21dd7d5264ea327fa557fd6ee807e8eb434043241ef844734314224a40de4e74
Hasad Paki Mcfadden,HPM0986,Hasad.Paki.Mcfadden@dtaa.com,InstructionalCoordinator,1,1 - Adminstration,3 - Training,nan,Walter Kaseem Foley,Employee,HPM0986,41,36,38,23,24,2021-01-01,2024-07-08 19:50:38.956628,cb133f63b185dc01b50cdd38cd1b79fb87e3817178b804a43dc9222b063ff648
Cody Jonathan Potter,CJP0952,Cody.Jonathan.Potter@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,CJP0952,45,18,25,18,27,2021-01-01,2024-07-08 19:50:38.956628,c8b6a49e8fbb2625bd953f7a8befaab107d5d8e847d9f4dc47c4f27f1e8a0e46
Dante Raja Roberts,DRR0162,Dante.Raja.Roberts@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,1 - MarketAnalysis,nan,Dacey Jorden Bowen,Employee,DRR0162,45,36,20,36,29,2021-01-01,2024-07-08 19:50:38.956628,7d190ad7303e5aa0f64d34cfa1e23fde3addd57f61fe07e79879196127271800
Evelyn Sarah Reilly,ESR0693,Evelyn.Sarah.Reilly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,Employee,ESR0693,35,23,25,21,31,2021-01-01,2024-07-08 19:50:38.956628,a414582c2ac8bdfba1dca739c7f8d88a70a17ced89b20e1ed344797b6ad3cf0d
Colt Walter Reynolds,CWR0502,Colt.Walter.Reynolds@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,CWR0502,41,49,25,45,27,2021-01-01,2024-07-08 19:50:38.956628,17450e3d67127191b4d8adcd56e6ea60270d2f3d17843f286ace08e71934cf85
Summer Leilani Boyer,SLB0049,Summer.Leilani.Boyer@dtaa.com,Director,1,2 - ResearchAndEngineering,1 - Research,nan,Kai Wynne Craft,Employee,SLB0049,14,27,16,22,20,2021-01-01,2024-07-08 19:50:38.956628,db3f7c80cc14c4a01f61f25b9c657283a77b8c437091c34207d984a5603b1d7f
Ira Dustin Oneill,IDO0176,Ira.Dustin.Oneill@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,IDO0176,34,39,40,24,26,2021-01-01,2024-07-08 19:50:38.956628,25239fb4241482bf4e6e52ecd7bc11f19722e363d89cd5673fb8ff1a79c17c84
Alfonso Gage Blankenship,AGB0186,Alfonso.Gage.Blankenship@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,Employee,AGB0186,18,10,41,15,35,2021-01-01,2024-07-08 19:50:38.956628,5bb743e3c97084d7800ca54b5cf9be6644d2da411523a8d34d23475651d3135e
Roary Jane Barrett,RJB0088,Roary.Jane.Barrett@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,Employee,RJB0088,20,42,37,45,24,2021-01-01,2024-07-08 19:50:38.956628,59a6dd3deee489022ad9b49a3a815e2a71a74f578790a27fa1199af2e7d54a2c
Oren Curran Brady,OCB0805,Oren.Curran.Brady@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,Employee,OCB0805,37,33,42,16,18,2021-01-01,2024-07-08 19:50:38.956628,b80dd83b51c0f31ac35af5186feb9b2d15ed0584b43af9a8b05e8c9ed41fe4dc
Elton Tyler Richard,ETR0428,Elton.Tyler.Richard@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,Employee,ETR0428,36,21,40,20,20,2021-01-01,2024-07-08 19:50:38.956628,a9d6b85742fd2a06be208653e01f4fe490145f4b6993b554bdc136433b3d46bd
Ivana Kaitlin Parsons,IKP0472,Ivana.Kaitlin.Parsons@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,IKP0472,32,10,37,38,31,2021-01-01,2024-07-08 19:50:38.956628,af8c1bcbe28ea6329b0d6e7c6833886258577ba8413337e24da7e940ce43c1a6
Leo Hasad Byrd,LHB0967,Leo.Hasad.Byrd@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,LHB0967,37,38,41,47,33,2021-01-01,2024-07-08 19:50:38.956628,dc16301c1eead2487da905742995df10e10bdeeaa5b312fb20db8a62a3593145
Chester Caldwell Mendoza,CCM0467,Chester.Caldwell.Mendoza@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,CCM0467,43,40,19,26,25,2021-01-01,2024-07-08 19:50:38.956628,d298cb315791be500e177cd672ce6ac17fbdac2ac4aeb9d924b025334b7a9054
Gage Kaden Odonnell,GKO0078,Gage.Kaden.Odonnell@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Declan Lester Moss,Employee,GKO0078,44,46,21,24,29,2021-01-01,2024-07-08 19:50:38.956628,9d6cae4d6ab4904c32eab310376a27cbb85bf3b62ef798dea14e2561f395fde4
Garrett Nicholas Solomon,GNS0178,Garrett.Nicholas.Solomon@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Sharon Britanni Kerr,Employee,GNS0178,30,17,42,26,33,2021-01-01,2024-07-08 19:50:38.956628,fd2c6c027b99a0829e703009a87a9b93805738f435a6d709b2e5f8dbac250e99
Sybill Sage Shaw,SSS0345,Sybill.Sage.Shaw@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,Employee,SSS0345,40,21,38,16,20,2021-01-01,2024-07-08 19:50:38.956628,c95458c78c4191fea9685e71bf0d99e1e354b7e91cdc75ec978c52b432a558b9
Lane Oleg Mclaughlin,LOM0086,Lane.Oleg.Mclaughlin@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,Employee,LOM0086,18,10,34,23,33,2021-01-01,2024-07-08 19:50:38.956628,6500fd4fcb3d3f62bbd97dde7ad0efa5c7756d8aafb60edbb82f297b4afa70cd
Simone Scarlet Rose,SSR0278,Simone.Scarlet.Rose@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,Employee,SSR0278,34,32,45,15,24,2021-01-01,2024-07-08 19:50:38.956628,bcced8cceb0bdbf1319e9ba14e703663ab33555626aef44d0dda355f0132cf20
Adena Lisandra Hardin,ALH0402,Adena.Lisandra.Hardin@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,Employee,ALH0402,43,23,43,46,32,2021-01-01,2024-07-08 19:50:38.956628,7eb562ec045c413ab4e4b825247b5ef66d22f93cb235e6caf4b2bc7f4439304f
Anastasia Kylan Kaufman,AKK0329,Anastasia.Kylan.Kaufman@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,Employee,AKK0329,45,22,25,39,22,2021-01-01,2024-07-08 19:50:38.956628,849e5eae3285367de9b43a9db77bbc1433a6c420b565963ee36c03d77fe007f9
Eugenia Whilemina Harrington,EWH0191,Eugenia.Whilemina.Harrington@dtaa.com,Manager,1,6 - PurchasingAndContracts,2 - Pricing,nan,Kirby Bo Pollard,Employee,EWH0191,33,17,22,23,27,2021-01-01,2024-07-08 19:50:38.956628,f0c07d18944bc543c3f7bf502dc3389d45d2e9a80878541d997f9ba3686a4f3a
Todd Vance Spears,TVS0050,Todd.Vance.Spears@dtaa.com,Director,1,2 - ResearchAndEngineering,2 - SoftwareManagement,nan,Kai Wynne Craft,Employee,TVS0050,40,38,18,30,29,2021-01-01,2024-07-08 19:50:38.956628,150f442c17c18453bff3443e875d8012af8fb7e05d3bd18600f249f85326883c
Troy Uriah Conway,TUC0632,Troy.Uriah.Conway@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,Employee,TUC0632,38,44,10,13,31,2021-01-01,2024-07-08 19:50:38.956628,1a76e4154ed0305a37b2221edc1a2547999430c74133180dea187b76bb680aa8
Sonia Karly Goodwin,SKG0759,Sonia.Karly.Goodwin@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,Employee,SKG0759,22,15,43,41,26,2021-01-01,2024-07-08 19:50:38.956628,f20432488da524df4a7737cb1601f666242a1576e4c008c249e575e5d9500416
Isabella Marah Graham,IMG0320,Isabella.Marah.Graham@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,IMG0320,37,14,12,24,23,2021-01-01,2024-07-08 19:50:38.956628,cec06f7e0cf49659075d9242fd71a82134d7af01ca146e3aa3016cdb516c46d7
Blair Bruno Grimes,BBG0325,Blair.Bruno.Grimes@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,Employee,BBG0325,41,50,30,37,40,2021-01-01,2024-07-08 19:50:38.956628,7fbebb08a9b55938aa39a7702d19b39e5f55829720a463ef4ae6764bd166029e
Chanda Tamekah William,CTW0500,Chanda.Tamekah.William@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,CTW0500,38,36,20,35,35,2021-01-01,2024-07-08 19:50:38.956628,b57d26b869a0de27711d3bf1bfe68b47a61d3d54c043a0be1a4301ac0719eb1e
Sonya Beatrice Nichols,SBN0495,Sonya.Beatrice.Nichols@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,2 - RegionalSales,Bert Jason Henderson,Employee,SBN0495,39,22,43,24,21,2021-01-01,2024-07-08 19:50:38.956628,26e22e1a5e72b85852acb11839ab6770b6a45872824f04c9b21d672fddc5864e
Emerald Lysandra Hodges,ELH0960,Emerald.Lysandra.Hodges@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,ELH0960,40,43,26,41,22,2021-01-01,2024-07-08 19:50:38.956628,9055297801c1efe13fcd5b25a14b3d70797dbf3716e4e1852c27ce29dfa14775
Brynn Madeline Sherman,BMS0877,Brynn.Madeline.Sherman@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,BMS0877,31,50,11,43,33,2021-01-01,2024-07-08 19:50:38.956628,07dfbe3feb82669e38066f11b59befc04270db1cb5ec45254eed849904c973a6
Thomas Shad Guthrie,TSG0906,Thomas.Shad.Guthrie@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,Employee,TSG0906,41,21,40,28,28,2021-01-01,2024-07-08 19:50:38.956628,f90e4eec6823d991d666dc4a5cce0c7d5870ec550e78211bfbfa72c4dff6dc1a
Rebecca Kelsie Daugherty,RKD0604,Rebecca.Kelsie.Daugherty@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,Employee,RKD0604,17,46,36,38,31,2021-01-01,2024-07-08 19:50:38.956628,bc7acf1ce0a651966f508d9dfd6bd8aa9e3285fca2d8b907845d753113827fc5
Jakeem Magee Knight,JMK0099,Jakeem.Magee.Knight@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,Employee,JMK0099,40,37,41,41,25,2021-01-01,2024-07-08 19:50:38.956628,a9df1e8c22b0d473ec5081631c0e8366f934fc47d6687f7c8489b76b705ddce2
Macon Kyle Pope,MKP0861,Macon.Kyle.Pope@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,Employee,MKP0861,36,42,39,34,29,2021-01-01,2024-07-08 19:50:38.956628,d7829ca8ef93eab5eda1a63cefafe4b5768ae5a9e972b51b0088f58b1e3bbfab
Honorato Ivan Wall,HIW0536,Honorato.Ivan.Wall@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Summer Leilani Boyer,Employee,HIW0536,39,50,25,24,20,2021-01-01,2024-07-08 19:50:38.956628,5e288641ded449854983fbde7c576e37da363c51b7e55d08def2395ee03dbe12
Cherokee Tashya Ramirez,CTR0697,Cherokee.Tashya.Ramirez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,CTR0697,36,15,33,25,34,2021-01-01,2024-07-08 19:50:38.956628,0a1500429cc1ae460df8c8bde97eb6ea4279c00c4ec1c63e25f96d240a6337a2
Blaine Helen Cervantes,BHC0665,Blaine.Helen.Cervantes@dtaa.com,FieldServiceEngineer,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Sharon Britanni Kerr,Employee,BHC0665,14,21,12,12,32,2021-01-01,2024-07-08 19:50:38.956628,ac37fbcae98a33621ae2c65bdc7fd4e8fb1f36876d1dd265f3458e9af3e34b3c
Dominic Calvin Hewitt,DCH0843,Dominic.Calvin.Hewitt@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,Employee,DCH0843,20,31,11,18,36,2021-01-01,2024-07-08 19:50:38.956628,149b97ae67b73b690e744418be7597310ec09b880b6ff5e7f5a2780652caa92f
Wade Ira Frazier,WIF0691,Wade.Ira.Frazier@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,Employee,WIF0691,33,39,37,30,24,2021-01-01,2024-07-08 19:50:38.956628,70df99ceb6124071756cab543f2492b88f5d638cd45920f3b830426b12dd9ebe
Hanae Wendy Meyer,HWM0342,Hanae.Wendy.Meyer@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,Employee,HWM0342,45,44,41,39,34,2021-01-01,2024-07-08 19:50:38.956628,e103d4124ae6eadbac2e01b69d7b830623acc1d37ad8677574b4fcde4ace88e4
Mufutau Nehru Contreras,MNC0717,Mufutau.Nehru.Contreras@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,Employee,MNC0717,30,37,22,22,34,2021-01-01,2024-07-08 19:50:38.956628,a2c9700ec2624993aaad580735ad8a491f36db340b502953eb8b4e50ce300a24
Abel Reese Boone,ARB0881,Abel.Reese.Boone@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,Employee,ARB0881,38,46,43,10,35,2021-01-01,2024-07-08 19:50:38.956628,3404323539d20bab66c1a57dd65684292ac42a4974228ea9edb7bbdc666eb9e7
Azalia Halee Cantu,AHC0142,Azalia.Halee.Cantu@dtaa.com,Engineer,1,3 - Manufacturing,4 - QualityControl,nan,Kimberley Kiona Sosa,Employee,AHC0142,34,23,40,15,26,2021-01-01,2024-07-08 19:50:38.956628,6d894fe019993d085b19998ae985a4dbc1f27c9924007dcd45a93bbdbe2a3c2d
Zenia Freya Macias,ZFM0468,Zenia.Freya.Macias@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,Employee,ZFM0468,35,16,20,45,30,2021-01-01,2024-07-08 19:50:38.956628,3066456ec686a502f05076e90da2efc194ea4fff3a811c38c9c4ae3425c10195
Delilah Iliana Wilkinson,DIW0118,Delilah.Iliana.Wilkinson@dtaa.com,Manager,1,3 - Manufacturing,3 - Assembly,nan,Byron Tyrone Williamson,Employee,DIW0118,37,17,19,37,26,2021-01-01,2024-07-08 19:50:38.956628,28dd8452755fa0f6fba8bdeefcf6a3c037b31bd8230349b12633aa62111045f6
Upton Sebastian Holt,USH0199,Upton.Sebastian.Holt@dtaa.com,Statistician,1,6 - PurchasingAndContracts,2 - Pricing,nan,Eugenia Whilemina Harrington,Employee,USH0199,44,39,46,36,25,2021-01-01,2024-07-08 19:50:38.956628,874b7a510ecce9ff5b172e261ae92d9a550677848af59dacd4d3b8d7d55eba1d
Mallory Alexis Daniel,MAD0753,Mallory.Alexis.Daniel@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,Employee,MAD0753,50,30,36,41,33,2021-01-01,2024-07-08 19:50:38.956628,fd9e42ca25932d49f5d36970f987cc1a6a5bfde32b31112d4c94c7fe0cbb4fb1
Kim Dara Sullivan,KDS0349,Kim.Dara.Sullivan@dtaa.com,LabManager,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Summer Leilani Boyer,Employee,KDS0349,18,23,20,32,29,2021-01-01,2024-07-08 19:50:38.956628,45e985fe5df3c1b97e61475ccf067dc6d2ed1f492cd4c86e848874552b88b7bb
Laith Jason Britt,LJB0826,Laith.Jason.Britt@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,Employee,LJB0826,38,21,39,15,32,2021-01-01,2024-07-08 19:50:38.956628,31187cf6eaad9e29fadc2b2c31a4babf24ee4ef5d63184d8d52abd5193529aa0
Farrah Kim Keith,FKK0055,Farrah.Kim.Keith@dtaa.com,Scientist,1,2 - ResearchAndEngineering,1 - Research,nan,Summer Leilani Boyer,Employee,FKK0055,46,16,37,16,27,2021-01-01,2024-07-08 19:50:38.956628,42a65e65eb2598c19e9900d96c86f7b8966157fac09db3b7ac8fa29e0326f5b6
Tara Alma Potts,TAP0551,Tara.Alma.Potts@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,Employee,TAP0551,25,17,27,20,22,2021-01-01,2024-07-08 19:50:38.956628,48759363a3daa39add3fa5029832f01d0e3bac2cdf8462b698f444b0f14d1404
Fletcher Perry Cantu,FPC0954,Fletcher.Perry.Cantu@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,Employee,FPC0954,22,25,50,20,27,2021-01-01,2024-07-08 19:50:38.956628,b7508292346c38e729c96db2d67060dcb4a5c9a9b539de4909049191069b142a
Galena Britanney Merritt,GBM0603,Galena.Britanney.Merritt@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,Employee,GBM0603,39,42,42,24,37,2021-01-01,2024-07-08 19:50:38.956628,cc22df73c8d2446123e344040eb16f6ef4df847a42eda474d3dd27cddb695a61
